airport_ident,length_ft,surface,lighted,closed
0NK2,3000,TURF,0,0
0NK3,2700,TURF,0,0
0NK4,40,CONC,0,0
0NK6,1265,Turf,0,0
0NK6,1440,Turf,0,0
0NK7,50,CONC-G,1,0
0NM0,4210,GRAVEL,0,0
0NM7,4000,TURF-GRVL-F,0,0
0NM7,7500,TURF-GRVL-F,0,0
0NV1,40,CONC,1,0
0NY0,3000,TURF,0,0
0NY1,1360,TURF,0,0
0NY3,1600,GRAVEL,0,0
0NY4,35,Asph/Conc,0,0
0NY6,25,CONC,1,0
0NY7,2000,GRAVEL,0,0
0NY8,1700,TURF,0,0
0O0,15840,WATER,0,0
0O4,2702,ASPH-F,1,0
0O9,2990,ASPH-G,0,0
0OH1,40,TURF,0,0
0OH3,70,CONC,0,0
0OH6,800,TURF,0,0
0OH7,1300,GRAVEL,1,0
0OH7,2200,TURF,0,0
0OH8,3000,ASPH,0,0
0OI0,12,CONC,0,0
0OI2,2200,TURF,0,0
0OI3,1900,TURF,0,0
0OI6,2600,TURF,0,0
0OI9,1100,TURF,0,0
0OK1,3200,TURF,0,0
0OK3,5000,ASPH,0,0
0OK4,2350,GRVL,0,0
0OK5,2000,TURF,0,0
0OK6,2400,TURF,0,0
0OK7,50,CONC,0,0
0OK9,3000,TURF,0,0
0OK9,2600,TURF,0,0
0OR0,40,ASPH,0,0
0OR2,50,TURF,0,0
0OR3,1950,GRAVEL,0,0
0OR4,60,ASPH,0,0
0OR6,2900,DIRT,0,0
0OR7,1900,TURF,0,0
0OR8,2500,TURF-F,0,0
0OR9,1900,ASPH,1,0
0P1,2590,TURF-P,0,0
0P2,1000,TURF-E,0,0
0P2,1000,TURF-E,0,0
0PA0,2450,TURF,0,0
0PA0,2450,TURF,0,0
0PA0,1800,TURF,0,0
0PA1,80,ASPH,0,0
0PA2,500,TURF,0,0
0PA3,1277,TURF,0,0
0PA4,1515,TURF,0,0
0PA5,2550,TURF-F,0,0
0PA6,1800,TURF,0,0
0PA8,90,CONC,0,0
0PA9,200,ASPH,0,0
0PN0,2000,TURF,0,0
0PN1,7500,WATER,0,0
0PN3,80,CONC,1,0
0PN4,500,TURF-G,0,0
0PN5,2400,TURF,0,0
0PN6,1730,TURF,0,0
0PN7,2800,TURF-G,0,0
0PN8,2000,TURF,0,0
0PS0,2200,TURF,0,0
0PS3,1272,TURF,0,0
0PS4,2400,TURF,0,0
0PS5,30,CONC,0,0
0PS6,120,TURF,0,0
0PS7,1900,TURF,0,0
0PS8,65,CONC,0,0
0PS9,35,ASPH,0,0
0Q3,2700,ASPH-G,0,0
0Q3,1500,ASPH-G,0,0
0Q4,2490,ASPH-F,1,0
0Q9,2480,ASPH-F,0,0
0R2,2940,TURF-G,0,0
0R7,5000,ASPH-G,1,0
0S1,2830,TURF-P,0,0
0S5,2400,ASPH-G,0,0
0SD0,3000,TURF,0,0
0SD1,1726,TURF,0,0
0SD2,40,CONC,0,0
0SD3,3700,GRAVEL,0,0
0SD4,60,ASPH,0,0
0SD5,16,CONC,0,0
0SD7,2000,TURF,0,0
0SD9,20,WOOD,0,0
0TA0,100,ASPH,0,0
0TA2,2300,TURF,0,0
0TA2,4000,DIRT,0,0
0TA4,1742,TURF,0,0
0TA5,200,TURF,0,0
0TA7,5000,TURF,0,0
0TA7,5200,ASPH,1,0
0TA7,5100,TURF,0,0
0TA9,35,CONC,0,0
0TE0,2650,GRAVEL,0,0
0TE0,3250,GRAVEL,0,0
0TE1,100,DIRT,1,0
0TE2,800,ASPH,0,0
0TE4,3000,ASPH,0,0
0TE5,5992,ASPH,0,0
0TE6,2575,DIRT,0,0
0TE7,6291,ASPH,0,0
0TN0,1750,TURF,0,0
0TN1,8000,WATER,0,0
0TN1,5000,WATER,0,0
0TN1,7000,WATER,0,0
0TN2,1200,TURF,0,0
0TN3,30,CONC,0,0
0TN4,50,CONC,0,0
0TN5,2350,TURF,0,0
0TN6,1050,TURF,0,0
0TN7,45,CONC,1,0
0TN8,75,CONC-G,0,0
0TN9,46,CONC-G,0,0
0TS1,1750,TURF,0,0
0TS4,1800,TURF,0,0
0TS5,3200,TURF,0,0
0TS6,20,TURF,0,0
0TS7,2800,TURF,0,0
0TS8,910,TURF-DIRT,0,0
0TX0,2800,TURF,0,0
0TX1,3500,ASPH,1,0
0TX2,100,ASPH,0,0
0TX3,20,CONC,0,0
0TX4,50,CONC,0,0
0TX5,1800,TURF,0,0
0TX6,2283,TURF,0,0
0TX9,2300,TURF,0,0
0TX9,2000,TURF,0,0
0U0,4000,TURF-DIRT-F,0,0
0U1,2850,TURF-G,0,0
0U2,4700,TURF-F,0,0
0U3,2150,DIRT-F,0,0
0U7,2500,TURF-F,0,0
0U8,4950,TURF-F,0,0
0U9,2875,ASPH-E,0,0
0VA1,2000,TURF,0,0
0VA2,2000,TURF,0,0
0VA3,2200,TURF,0,0
0VA4,2100,TURF,0,0
0VA6,100,ASPH,0,0
0VA8,1800,TURF,0,0
0VA9,1000,TURF,0,0
0VI1,3000,TURF,0,0
0W0,9500,WATER-E,0,0
0W7,10000,WATER,0,0
0WA0,48,CONC,0,0
0WA1,2000,TURF,0,0
0WA2,2364,TURF,0,0
0WA4,100,ASPH,1,0
0WA5,24,CONC,0,0
0WA5,24,TURF,0,0
0WA6,70,ASPH,0,0
0WA7,20,CONC,0,0
0WA8,40,CONC,0,0
0WA9,100,CONC-G,0,0
0WI0,43,ALUM,1,0
0WI1,10000,WATER,0,0
0WI1,3200,ASPH,0,0
0WI2,2600,TURF,0,0
0WI3,60,CONC,0,0
0WI4,3200,ASPH,0,0
0WI5,2000,TURF,0,0
0WI6,1300,TURF,0,0
0WI7,2100,TURF,0,0
0WI7,1500,TURF,0,0
0WI8,1200,TURF,0,0
0WI8,1400,TURF,0,0
0WI9,2600,TURF,0,0
0WN0,1050,TURF,0,0
0WN1,1800,DIRT,0,0
0WN2,1200,TURF-F,0,0
0WN4,100,CONC,1,0
0WN5,150,TURF,0,0
0WN6,12,TURF,0,0
0WN7,40,ASPH,0,0
0WN8,38,MATS,0,0
0WS7,1400,Turf,0,0
0WS7,900,Turf,0,0
0WY0,2000,TURF,0,0
0WY1,3400,DIRT,0,0
0XA0,61,CONC,1,0
0XA0,56,CONC,1,0
0XA1,30,CON,0,0
0XA2,40,CONC,1,0
0XA3,27,CONC,0,0
0XA3,30,CONC,0,0
0XA4,5000,ASPH-G,0,0
0XA5,3800,ASPH,1,0
0XA6,50,TURF,0,0
0XA7,2400,TURF,0,0
0XA7,150,ASPH,0,0
0XA9,46,CONC,1,0
0XS0,3300,TURF,0,0
0XS0,2500,TURF,0,0
0XS1,1500,TURF,0,0
0XS2,3700,GRAVEL,0,0
0XS3,30,CONC,0,0
0XS4,50,CONC,0,0
0XS6,3000,TURF,0,0
0XS7,6000,ASPH,0,0
0XS8,3200,GRVL,0,0
0XS9,1200,TURF,0,0
0Y4,2500,ASPH-TURF-P,0,0
0Y6,3380,TURF-G,1,0
0Z3,1400,WATER,0,0
10AK,800,GRVL,0,0
10AL,65,CONC,1,0
10AZ,3407,ASPH-DIRT,1,0
10CA,30,CONC,0,0
10CN,60,ASP,0,0
10D,3248,TURF-G,1,0
10F,3600,TURF-G,0,0
10FA,2575,ASPH,0,0
10FD,1500,TURF,0,0
10FL,65,ASP,0,0
10GA,2100,TURF-G,0,0
10IA,2405,TURF-G,1,0
10ID,3000,GRAVEL,0,0
10II,40,ASPH,0,0
10IL,300,CONC,0,0
10KS,64,ASPH-CONC,0,0
10LA,2144,TURF,0,0
10LA,50,TURF,0,0
10MA,4000,WATER,0,0
10MI,100,CONC,0,0
10MN,4000,WATER,0,0
10MN,4000,WATER,0,0
10MT,1500,TURF,0,0
10MT,2000,TURF,0,0
10MT,1600,TURF,0,0
10MU,65,ASPH,1,0
10NC,2450,TURF,0,0
10ND,1300,TURF,0,0
10ND,1800,TURF,0,0
10NH,45,TURF,0,0
10NK,40,ASP,1,0
10OH,1400,TURF-GRVL,0,0
10OK,2600,TURF,0,0
10PA,30,TURF,0,0
10PN,200,CONC,0,0
10SC,200,ASP,0,0
10TA,300,TURF,0,0
10TN,1200,DIRT,0,0
10TX,50,CONC,0,0
10UT,100,ASPH,0,0
10VA,1800,ASPH,0,0
10VG,30,ASP,1,0
10WI,2100,TURF,0,0
10WY,4500,GRASS,0,0
10XA,2300,ASP,0,0
10XS,3000,TURF,0,0
11AK,2400,GRVL-P,0,0
11AK,1000,GRAVEL-P,0,0
11AL,1600,ASPH,0,0
11AL,1482,ASPH,0,0
11AL,1238,ASPH,0,0
11AL,1000,ASPH,0,0
11AL,1600,ASPH,0,0
11AR,60,ASPH,1,0
11AZ,3850,TURF-DIRT-P,0,0
11CA,1800,TRTD-DIRT,0,0
11CL,5875,DIRT,0,0
11CO,40,CON,1,0
11FA,2465,TURF,0,0
11FD,30,ASPH-G,0,0
11FL,3000,TURF,0,0
11GE,50,ASPH,0,0
11IA,1320,TURF-G,0,0
11II,4220,ASPH,0,0
11IL,44,ASPH,1,0
11IN,2700,GRAVEL,0,0
11IS,40,CONC,0,0
11KY,85,CONC,0,0
11LA,2000,WATER,0,0
11LA,2000,WATER,0,0
11LA,48,CONC-G,0,0
11LL,2250,TURF,1,0
11LS,1800,TURF,0,0
11LS,1300,TURF,0,0
11M,3000,ASPH-P,0,0
11MA,1200,TURF,0,0
11MD,2500,TURF,0,0
11MO,2100,TURF,0,0
11MT,1257,GVL,0,0
11MT,1769,GVL,0,0
11N,2900,TURF-G,0,0
11NC,40,CONC,0,0
11NJ,100,TURF,0,0
11NK,2400,TURF,0,0
11OA,2300,TURF,0,0
11OG,2400,DIRT-F,0,0
11PN,2500,TURF,0,0
11S,2997,ASPH-P,1,0
11TE,1900,TURF-F,0,0
11TS,2370,TURF,0,0
11TX,2000,TURF,0,0
11VA,45,CONC,0,0
11VG,1800,TURF,0,0
11WA,2400,TURF,0,0
11WN,3000,WATER,0,0
11WN,1800,WATER,0,0
11Y,500,TURF,0,0
11Y,1000,TURF,0,0
12A,3133,ASPH-G,1,0
12AL,1600,ASPH,0,0
12AL,1600,ASPH,0,0
12AL,1600,ASPH,0,0
12AL,1600,ASPH,0,0
12AR,2600,TURF,0,0
12AZ,2400,GRAVEL,0,0
12CA,1800,TRTD-DIRT,0,0
12CL,2790,ASPH-G,1,0
12CO,1400,DIRT,0,0
12FD,40,CONC,0,0
12FL,2463,WATER,0,0
12FL,2721,WATER,0,0
12GA,50,CONC,0,0
12GE,2100,WATER,0,0
12I,16000,WATER,0,0
12I,25000,WATER,0,0
12IA,1350,TURF,0,0
12ID,2000,TURF,0,0
12II,2500,TURF,0,0
12IL,1300,TURF,0,0
12IN,1930,TURF,0,0
12IS,50,CONC,0,0
12JY,320,TURF,0,0
12KS,2600,TURF,0,0
12KY,2500,TURF,1,0
12LA,3500,TURF,0,0
12LS,2100,TURF-G,0,0
12MA,400,TURF,0,0
12MD,40,CONC,0,0
12ME,1500,TURF,0,0
12MI,1852,TURF,0,0
12MT,1780,TURF-P,0,0
12MT,1640,TURF-F,0,0
12NC,3575,ASPH,0,0
12NC,3678,ASPH,0,0
12NC,3500,ASPH,0,0
12ND,2000,TURF,0,0
12NE,2000,TURF,0,0
12NH,1800,TURF,0,0
12NK,2600,TURF-G,0,0
12OA,60,CONC-G,1,0
12OH,1030,TURF,0,0
12OR,2200,DIRT,0,0
12PA,180,CONC,1,0
12PN,60,ASPH,0,0
12PS,65,TURF,0,0
12S,2104,GRVL-TRTD-F,0,0
12SC,2400,TURF,0,0
12T,40,CONC-E,0,0
12TA,20,CONC,0,0
12TN,2600,ASPH-G,1,0
12TS,1600,ASPH,0,0
12TS,1600,ASPH,0,0
12TT,2480,Turf,0,0
12TX,2000,TURF,0,0
12VA,2150,TURF,0,0
12WA,1550,TURF,0,0
12WI,60,ASPH,0,0
12WV,1292,Turf,0,0
12WV,1053,Turf,0,0
12WY,2500,TURF,0,0
12XS,2450,TURF,0,0
13AK,980,TURF,0,0
13AL,1600,ASPH,0,0
13AL,1600,ASPH,0,0
13AL,1600,ASPH,0,0
13AL,1600,ASPH,0,0
13AL,1600,ASPH,0,0
13AL,1600,ASPH,0,0
13AR,40,CONC,0,0
13AZ,1100,DIRT,0,0
13CA,20,ASPH-CONC,0,0
13CA,20,ASPH-CONC,0,0
13CA,20,ASPH-CONC,0,0
13CL,1950,GRAVEL,0,0
13CO,15,CONC-G,0,0
13D,18,CONC-G,1,0
13FA,2300,TURF-G,0,0
13FL,500,CONC,0,0
13FL,300,CONC,0,0
13GA,3400,TURF,0,0
13GE,2600,TURF,0,0
13IA,850,TURF,0,0
13ID,1600,TURF,0,0
13II,50,CONC,0,0
13IN,2200,TURF-P,1,0
13JY,50,ASPH,0,0
13KS,2000,TURF,0,0
13KY,2000,TURF,0,0
13LA,50,CONC,0,0
13LA,50,CONC,0,0
13LA,50,CONC,0,0
13LA,50,CONC,0,0
13LL,25,CONC,0,0
13M,900,TURF,0,0
13ME,2100,ASPH,0,0
13MI,60,TURF,0,0
13MO,2000,TURF,0,0
13MS,3000,TURF,0,0
13MT,2300,TURF,0,0
13NC,4000,ASPH,0,0
13NC,4200,ASPH,0,0
13NC,4100,ASPH,0,1
13NE,2600,TURF,0,0
13NH,33,Turf,1,0
13NJ,50,ASPH,0,0
13NK,75,TURF,0,0
13NM,3840,DIRT-G,0,0
13NR,1900,Turf,0,0
13NY,60,CONC,0,0
13OI,25,TURF,0,0
13OK,40,CONC,0,0
13OR,1950,TURF,0,0
13PA,2075,ASPH,1,0
13PN,880,TURF,0,0
13PS,80,CONC,1,0
13Q,5200,DIRT-P,0,0
13S,5000,WATER,0,0
13TE,2330,ASPH-TURF,0,0
13TN,37,CONC,0,0
13TS,3000,DIRT,0,0
13VA,65,ASPH,0,0
13VG,80,TURF,0,0
13W,1750,ASPH-G,0,0
13WI,2440,TURF-GRVL,1,0
13WI,2400,TURF-GRVL,1,0
13XA,2500,Turf,0,0
13XS,48,CONC-G,1,0
13Y,3000,TURF-G,0,0
13Z,10000,WATER,0,0
14AK,1300,GRAVEL,0,0
14AL,1600,ASPH,0,0
14AL,1600,ASPH,0,0
14AL,1600,ASPH,0,0
14AL,1600,ASPH,0,0
14AL,1600,ASPH,0,0
14AZ,4300,ASPH-TRTD,0,0
14CA,40,CONC,0,0
14CL,65,CONC,0,0
14CT,80,CONC,0,0
14GA,20,TURF,0,0
14GE,50,TURF,0,0
14IA,2780,Turf,0,0
14ID,1900,DIRT,0,0
14IS,40,CONC,0,0
14KS,2600,TURF,0,0
14KY,2240,TURF,0,0
14L,50,CONC,0,0
14LL,40,CONC,1,0
14LS,400,TURF,0,0
14ME,1100,TURF-G,0,0
14MN,52,CONC,0,0
14MS,1600,TURF,0,0
14MS,3500,ASPH-TURF,0,0
14N,2020,TURF-G,0,0
14NC,5000,CONC,0,0
14NC,5000,CONC,0,0
14ND,2120,TURF,0,0
14NH,50,ASPH,1,0
14NJ,200,TURF,0,0
14NK,1800,TURF,0,0
14NY,44,TURF,0,0
14OH,2000,TURF,1,0
14OI,2500,TURF,0,0
14P,4553,ASPH-E,1,0
14PA,1300,TURF,0,0
14PS,1140,TURF,0,0
14S,2318,ASPH-G,1,0
14SN,40,CONC,1,0
14TE,2700,TURF-DIRT,0,0
14TN,150,TURF,0,0
14TS,6044,ASPH,0,0
14TT,2000,Turf,0,0
14TX,2000,ASPH,0,0
14UT,50,CON,1,0
14VA,1900,TURF,0,0
14WA,2600,TURF,0,0
14WI,90,TURF,0,0
14WS,2450,TURF,0,0
14WV,30,CONC-G,0,0
14XA,1800,Turf,0,0
14XS,1800,TURF,0,0
15A,2000,TURF-F,1,0
15AK,2095,GRAVEL-F,0,0
15AL,500,ASPH,0,0
15AL,500,ASPH,0,0
15AL,700,ASPH,0,0
15AL,650,ASPH,0,0
15AR,2500,ASPH-TURF,1,0
15CA,100,ASPH,0,0
15CO,50,CONC-G,0,0
15FA,71,CON,1,0
15FL,2292,TURF,0,0
15FL,3513,ASPH,0,0
15G,2410,ASPH-G,1,0
15GA,2500,TURF,1,0
15ID,1600,TURF,0,0
15II,250,TURF-G,0,0
15IL,2900,TURF,0,0
15IN,1500,TURF,0,0
15KS,2300,TURF,0,0
15KY,2540,TURF,0,0
15LL,2500,TURF,0,0
15LS,44,CONC,0,0
15MA,700,TURF,0,0
15ME,2600,TURF,1,0
15MI,30,CONC,0,0
15MN,2500,TURF,0,0
15MN,2000,TURF,0,0
15MO,2295,TURF-F,1,0
15MT,1500,TURF,0,0
15N,2035,TURF-G,0,0
15N,2842,TURF-G,1,0
15NC,1800,TURF,0,0
15NE,2900,TURF,0,0
15NH,20,CONC,1,0
15NJ,100,TURF,0,0
15NY,50,ASPH,0,0
15OH,50,CONC,0,0
15OI,400,TURF,0,0
15OR,60,TURF,0,0
15PN,66,ASPH,0,0
15PS,50,ASPH-G,1,0
15TA,3200,TURF,0,0
15TE,60,CONC,0,0
15TN,40,CONC,0,0
15TS,20,CONC,0,0
15TT,800,Turf,0,0
15VA,1950,TURF,0,0
15W,1880,TURF-F,0,0
15WA,2000,TURF,0,0
15WI,2600,TURF,0,0
15XS,1915,TURF,0,0
16A,2420,GRVL-G,1,0
16A,3000,WATER,0,0
16AK,1200,ASPH-F,0,0
16AL,1600,ASPH,0,0
16AL,1600,ASPH,0,0
16AL,1600,ASPH,0,0
16AL,1600,ASPH,0,0
16AL,1600,ASPH,0,0
16AL,1600,ASPH,0,0
16AR,2000,TURF,0,0
16AZ,2900,DIRT,0,0
16CA,150,ASPH,0,0
16CL,40,CONC,0,0
16CO,1900,TURF,0,0
16DE,50,CONC,1,0
16FA,2680,TURF,0,0
16FD,3400,TURF,0,0
16FL,3000,TURF,0,0
16GA,25,CONC,0,0
16IA,2400,TURF,0,0
16ID,75,CONC,1,0
16IL,2000,TURF,1,0
16IL,2000,TURF,0,0
16IN,70,CONC,1,0
16IS,2200,TURF,0,0
16K,10000,WATER,0,0
16KS,2100,Turf,0,0
16LA,65,CONC,0,0
16LL,100,TURF,0,0
16MA,225,ASPH,0,0
16MD,1800,TURF,0,0
16MI,1300,TURF,0,0
16MO,1900,TURF,1,0
16MS,50,ASPH,0,0
16MT,3300,GRAVEL,0,0
16NC,1524,TURF,0,0
16NC,2600,TURF,0,0
16ND,2300,Turf,0,0
16NE,4990,TURF,0,0
16NH,3700,WATER,0,0
16NH,3300,WATER,0,0
16NJ,15000,WATER,0,0
16NK,50,CONC,1,0
16OI,2600,TURF,0,0
16PA,2500,TURF,0,0
16PN,100,ASPH,0,0
16S,2600,ASPH-E,1,0
16SC,3800,TURF,0,0
16TA,5600,GRVL,0,0
16TE,2700,ASPH,1,0
16TN,75,CONC,1,0
16TS,1500,TURF,0,0
16UT,1000,Turf,0,0
16VG,5191,WAT,0,0
16W,3400,GRVL-G,0,0
16WA,1515,DIRT-G,0,0
16WI,10000,WATER,0,0
16WI,10000,WATER,0,0
16X,3000,ASPH-F,1,0
16XS,2000,TURF,0,0
16Z,4000,WATER-E,0,0
17AK,150,CONC,0,0
17AL,2000,ASPH,0,0
17AL,2000,ASPH,0,0
17AL,2000,ASPH,0,0
17AL,2000,ASPH,0,0
17AL,1000,TURF,0,0
17AL,200,TURF,0,0
17AR,2200,TURF-G,0,0
17AZ,42,ROOF-TOP,1,0
17CL,1300,GRAVEL,0,0
17CO,2500,TURF,0,0
17FA,5000,WATER,0,0
17FA,6000,WATER,0,0
17FA,2500,TURF,0,0
17FL,3640,TURF,0,0
17FL,7550,ASPH,1,0
17GA,2500,TURF,0,0
17ID,2725,TURF-DIRT,1,0
17II,2600,TURF,0,0
17IN,3100,TURF,0,0
17KY,2000,TURF,0,0
17LS,2640,TURF,0,0
17MA,200,TURF,0,0
17MD,46,Rooftop,1,0
17ME,1600,TURF,0,0
17MI,25,CONC,0,0
17MO,3000,TURF,0,0
17MS,60,CONC,1,0
17MT,3000,TURF,0,0
17MT,2600,TURF,0,0
17NC,2100,TURF,0,0
17NE,40,CONC,0,0
17NH,12,WOOD,0,0
17NJ,50,ASPH,0,0
17NK,2800,TURF,1,0
17NR,600,Turf,0,0
17NR,2000,Turf,0,0
17OG,35,CON,1,0
17OH,2900,TURF,0,0
17OI,1920,TURF-G,1,0
17OR,2300,TURF,0,0
17PN,60,CONC,0,0
17PS,2170,TURF,0,0
17S,2285,ASPH-G,1,0
17TA,100,ASPH-CONC,0,0
17TE,1950,TURF,0,0
17TN,1000,TURF,0,0
17TN,1500,TURF,0,0
17TS,50,CONC,1,0
17TX,3200,ASPH,0,0
17WA,20,CONC,0,0
17WI,2500,TURF,0,0
17XS,6295,ASPH-G,1,0
18AA,1651,Turf,0,0
18AK,120,ASPH,0,0
18AL,1000,ASPH,0,0
18AL,1000,ASPH,0,0
18AL,1000,ASPH,0,0
18AL,1000,ASPH,0,0
18AR,1450,TURF-G,0,0
18AZ,4037,ASPH,1,0
18CA,50,CONC,0,0
18CL,2600,ASPH-GRVL,0,0
18CO,60,TURF-G,0,0
18FD,2935,TURF,0,0
18GA,2600,ASPH,0,0
18GE,2242,Turf,0,0
18HI,2755,Turf,0,0
18ID,45,TURF,1,0
18II,2600,TURF-G,0,0
18IL,44,CONC,0,0
18JY,2283,TURF-F,0,0
18K,2310,TURF-F,0,0
18KS,2500,TURF-GRVL,0,0
18KY,40,CONC,0,0
18LA,3000,TURF,0,0
18LS,100,TURF,0,0
18MA,40,CONC-G,0,0
18MD,46,CONC,1,0
18ME,1500,TURF,0,0
18MN,2600,TURF,0,0
18MO,2600,TURF,0,0
18MS,2688,Turf,0,0
18MT,1200,DIRT,0,0
18NC,750,TURF,0,0
18ND,2150,Turf,0,0
18NE,3700,TURF,0,0
18NJ,100,TURF,0,0
18NY,2000,TURF,1,0
18OH,2600,TURF,0,0
18OI,2520,TURF,0,0
18OK,50,CONC,0,0
18OR,1200,TURF,0,0
18PA,1600,TURF,0,0
18PN,1640,TURF,0,0
18TA,4500,ASPH,0,0
18TE,5093,ASPH-G,1,0
18TN,50,CONC,0,0
18TX,3500,TURF,0,0
18VA,50,ASPH-G,0,0
18WA,75,GRVL,1,0
18WI,2300,TURF,0,0
18WV,1700,TURF,0,0
18XS,2400,DIRT,0,0
18Y,2900,TURF-G,1,0
19AK,3430,GRAVEL-F,0,0
19AL,1300,ASPH,0,0
19AL,1300,ASPH,0,0
19AL,1350,ASPH,0,0
19AL,1270,ASPH,0,0
19AR,1700,TURF,0,0
19AZ,3300,ASPH,1,0
19CO,55,CONC,0,0
19FD,19,CONC,0,0
19FL,47,CONC,1,0
19GA,3000,TURF,1,0
19IA,2300,TURF-G,0,0
19ID,43,Turf,0,0
19II,30,CONC,0,0
19KS,25,CONC,0,0
19KY,2200,TURF,0,0
19LL,1940,TURF-G,0,0
19LS,40,CONC,1,0
19MA,200,TURF,0,0
19MI,60,CONC,0,0
19MT,6000,ASP,0,0
19NC,2400,TURF,0,0
19ND,2600,TURF,0,0
19NE,4000,TURF,0,0
19NH,20,GRVL,0,0
19NK,1600,TURF,0,0
19NY,2500,TURF,0,0
19OI,25,ASPH,1,0
19OR,2500,DIRT,0,0
19P,4000,WATER,0,0
19PA,500,TURF,0,0
19SC,2200,TURF,0,0
19T,13000,WATER-E,0,0
19TA,3100,TURF,0,0
19TN,2200,TURF,0,0
19VA,1600,TURF,0,0
19VT,42,CON,0,0
19WA,2300,TURF,1,0
19WI,2200,TURF,0,0
19XA,60,CON,1,0
19XS,2500,TURF,0,0
1A1,2275,TURF-DIRT-F,0,0
1A2,3100,TURF-G,0,0
1A8,3170,DIRT-G,0,0
1A8,3770,DIRT-G,0,0
1AK0,70,WOOD,0,0
1AK1,2250,DIRT,0,0
1AK2,1160,TURF-GRVL,0,0
1AK4,2100,GRAVEL,0,0
1AK5,40,CONC,0,0
1AK5,40,CONC,0,0
1AK5,40,CONC,0,0
1AK6,1800,GRVL,0,0
1AK7,40,CONC,1,0
1AK8,950,DIRT,0,0
1AL0,40,CONC,0,0
1AL1,51,ASPH,0,0
1AL2,2900,TURF,0,0
1AL4,2400,TURF,0,0
1AL5,1300,TURF,0,0
1AL6,50,CONC,0,0
1AL7,50,CONC,0,0
1AL8,2000,TURF-G,0,0
1AR0,4090,TURF-P,0,0
1AR1,3400,TURF,1,0
1AR2,2640,TURF,0,0
1AR5,2500,TURF,0,0
1AR6,2600,TURF-G,1,0
1AR7,40,CONC,0,0
1AR9,2500,TURF,0,0
1AR9,3800,TURF,0,0
1AZ0,4500,ASPH,1,0
1AZ1,100,ASPH,0,0
1AZ3,120,ASPH,0,0
1AZ6,1350,Dirt,0,0
1AZ7,25,ASPH,0,0
1AZ8,2600,DIRT,0,0
1B5,2305,TURF-F,0,0
1B8,2130,TURF-G,0,0
1B8,2100,TURF-G,0,0
1C3,2400,TURF-G,0,0
1C8,2540,TURF-G,1,0
1C9,2500,TURF-G,1,0
1C9,3000,WATER-G,0,0
1CA0,146,ASPH,0,0
1CA1,5600,ASPH-TRTD,1,0
1CA3,110,TURF,0,0
1CA5,36,CONC,0,0
1CA6,2340,GRVL,0,0
1CA7,57,CONC,0,0
1CA9,150,CONC-TURF,0,0
1CD0,14,CONC-G,0,0
1CD1,2800,TURF-F,0,0
1CD2,3000,ASPH,0,0
1CD4,5400,TURF,0,0
1CD5,42,CONC,1,0
1CL0,100,ASPH,0,0
1CL1,2900,TURF,0,0
1CL2,1900,DIRT,0,0
1CL2,1300,DIRT,0,0
1CL4,40,CONC,0,0
1CL5,38,CONC,0,0
1CL6,45,CONC,0,0
1CL8,48,CONC,0,0
1CL9,65,CONC,0,0
1CN6,35,GVL,0,0
1CO0,84,CONC,0,0
1CO1,20,CONC,0,0
1CO2,2500,TURF,0,0
1CO3,3000,GRAVEL,0,0
1CO3,5000,GRAVEL,0,0
1CO4,3300,DIRT,1,0
1CO5,3780,ASPH-F,1,0
1CO5,2500,GRVL-F,0,0
1CO6,350,TURF,0,0
1CO7,600,TURF,0,0
1CO8,2200,TURF,0,0
1CO9,92,CONC,0,0
1CT2,48,ASPH,0,0
1CT3,100,ASPH,0,0
1D2,2303,ASPH-F,1,0
1D4,2315,TURF-G,0,0
1D5,1700,TURF-G,0,0
1D5,1060,TURF-F,0,0
1D6,2580,TURF-G,0,0
1D6,2776,ASPH-G,1,0
1DE4,50,CON,1,0
1DE5,1100,TURF,0,0
1DS,2900,TURF-E,0,0
1.00E+02,4700,GRVL-P,0,0
1.00E+04,3700,TURF-GRVL-F,0,0
1.00E+06,2000,TURF,0,0
1.00E+07,6200,TURF-G,1,0
1.00E+07,1600,TURF-F,0,0
1.00E+08,2200,TURF-F,0,0
1F2,2000,TURF-G,0,0
1F2,2400,TURF-G,0,0
1F7,2630,ASPH-G,1,0
1FA1,1800,TURF,0,0
1FA3,2700,TURF,0,0
1FA5,50,CONC,0,0
1FA9,2650,ASP,0,0
1FD1,35,CON,0,0
1FD3,50,MATS,0,0
1FD4,4000,TURF,0,0
1FD6,70,CONC,0,0
1FD7,30,CONC,0,0
1FD8,30,CONC,0,0
1FL0,5250,WATER,0,0
1FL0,5250,WATER,0,0
1FL1,20,WOOD,0,0
1FL2,40,CONC,1,0
1FL3,2600,TURF,0,0
1FL5,3000,WATER,0,0
1FL6,65,CONC,1,0
1FL7,60,CONC,1,0
1FL8,50,CONC,1,0
1FL9,100,CONC,0,0
1G8,2268,TURF-G,1,0
1GA0,3744,ASPH,1,0
1GA1,90,CONC,0,0
1GA2,3040,TURF,1,0
1GA3,200,TURF,0,0
1GA4,2000,TURF,0,0
1GA5,3150,TURF,0,0
1GA8,3000,TURF,0,0
1GA9,2000,TURF,0,0
1GE1,200,TURF-G,0,0
1GE2,2400,TURF,0,0
1GE3,2000,TURF,0,0
1GE4,2400,TURF-G,0,0
