airport_ident,length_ft,surface,lighted,closed
SJKA,5528,ASP,0,0
SJKB,3937,ASP,0,0
SJKD,59,CON,0,0
SJKF,59,GRS,0,0
SJKH,2297,GVL,0,0
SJKI,3609,ASP,0,0
SJKJ,2621,GRS,0,0
SJKL,2133,GRE,0,0
SJKM,2297,GRE,0,0
SJKN,2625,GRE,0,0
SJKO,1969,GRE,0,0
SJKP,2625,GRE,0,0
SJKQ,2297,GVL,0,0
SJKS,2297,GRS,0,0
SJKT,2297,GRE,0,0
SJKU,2297,GRE,0,0
SJKV,2625,GRE,0,0
SJKW,2133,GRE,0,0
SJKX,1755,Earth,0,0
SJKZ,1427,Earth,0,0
SJL3,3937,GVL,0,0
SJL4,3937,GVL,0,0
SJL6,3281,GVL,0,0
SJL7,1640,Earth,0,0
SJL8,4921,ASP,0,0
SJLA,1903,Earth,0,0
SJLB,3609,GVL,0,0
SJLC,1969,Earth,0,0
SJLD,2920,ASP,0,0
SJLE,1969,GRS,0,0
SJLH,1969,GRE,0,0
SJLI,3150,ASP,0,0
SJLJ,2297,GRE,0,0
SJLK,1969,GRE,0,0
SJLL,2133,GRE,0,0
SJLM,1969,GRE,0,0
SJLN,2297,GRE,0,0
SJLO,2133,GRS,0,0
SJLP,1969,GRE,0,0
SJLQ,1969,GRE,0,0
SJLS,1969,GRE,0,0
SJLT,1969,GRE,0,0
SJLU,2461,ASP,0,0
SJLV,2297,GRE,0,0
SJLW,1969,GRE,0,0
SJLX,2133,GRE,0,0
SJM2,3281,GVL,0,0
SJM3,4265,Earth,0,0
SJM4,3527,Earth,0,0
SJM6,3281,GVL,0,0
SJM7,4265,Earth,0,0
SJM9,3924,Pi├ºarra,0,0
SJMA,3281,GRS,0,0
SJMB,69,CON,0,0
SJMC,59,CON,0,0
SJMD,1969,GRS,0,0
SJME,2297,ASP,0,0
SJMF,1969,GRE,0,0
SJMH,2297,GRS,0,0
SJMI,1969,GRS,0,0
SJMJ,2953,ASP,0,0
SJMK,2297,GRS,0,0
SJML,2297,ASP,0,0
SJMM,2133,GRE,0,0
SJMN,2625,ASP,0,0
SJMO,1969,GRE,0,0
SJMP,2133,GRE,0,0
SJMQ,2133,GRE,0,0
SJMR,3281,GRE,0,0
SJMS,66,GRS,0,0
SJMT,2297,GRS,0,0
SJMU,1969,GRE,0,0
SJMV,3937,GRE,0,0
SJMW,1969,GRE,0,0
SJMX,1969,GRE,0,0
SJMZ,3281,ASP,0,0
SJN2,3281,Pi├ºarra,0,0
SJN6,59,CON,1,0
SJN8,64,GRS,0,0
SJN9,3609,Earth,0,0
SJNA,1969,ASP,0,0
SJNB,1969,GRE,0,0
SJNC,1969,GRS,0,0
SJNE,1969,GRS,0,0
SJNF,1804,GRE,0,0
SJNG,2625,GRS,0,0
SJNK,3215,ASP,0,0
SJNL,4980,ASP,0,0
SJNM,3937,ASP,0,0
SJNO,2625,GRS,0,0
SJNP,3445,ASP,0,0
SJNQ,4003,GRE,0,0
SJNU,3281,GRE,0,0
SJNV,3773,GRE,0,0
SJNW,4921,GRE,0,0
SJNX,3146,ASP,0,0
SJNY,69,CON,0,0
SJNZ,3773,ASP,0,0
SJO2,1968,Earth,0,0
SJO3,3937,GVL,0,0
SJO4,59,GRS,0,0
SJOA,66,GRS,0,0
SJOC,69,CON,0,0
SJOE,66,GRS,1,0
SJOG,4285,ASP,0,0
SJOH,3445,ASP,0,0
SJOJ,3904,ASP,0,0
SJOL,66,CON,0,0
SJOO,3215,ASP,0,0
SJOP,59,CON,0,0
SJOQ,66,CON,0,0
SJOU,3182,ASP,0,0
SJOV,72,CON,0,0
SJOW,2953,ASP,0,0
SJOX,6562,GRE,0,0
SJOY,4921,ASP,0,0
SJOZ,79,CON,0,0
SJP2,3937,Earth,0,0
SJP3,108,CON,0,0
SJP4,3281,GVL,0,0
SJP7,2428,Earth,0,0
SJPB,79,GRS,0,0
SJPD,72,CON,0,0
SJPE,62,CON,0,0
SJPF,82,CON,0,0
SJPI,2625,GRE,0,0
SJPJ,69,CON,0,0
SJPM,69,CON,0,0
SJPO,3068,GRE,0,0
SJPP,3609,ASP,0,0
SJPQ,2251,GRE,0,1
SJPQ,2328,GVL,0,0
SJPV,3773,ASP,0,0
SJPW,2461,ASP,0,0
SJPX,3281,ASP,0,0
SJPZ,59,GRS,0,0
SJQ3,3937,Earth,0,0
SJQ4,2625,Earth,0,0
SJQ7,59,CON,1,0
SJQ8,59,CON,0,0
SJQ9,59,CON,1,0
SJQA,3609,GRE,0,0
SJQC,79,CON,0,0
SJQE,1969,Grass,0,0
SJQF,3937,GRE,0,0
SJQG,66,CON,0,0
SJQI,3937,GRE,0,0
SJQK,3281,GRE,0,0
SJQM,59,GRS,0,0
SJQN,4921,ASP,0,0
SJQQ,2756,GRE,0,0
SJQR,3281,GRS,0,0
SJQT,2244,GRS,0,0
SJQW,66,GRS,0,0
SJQX,2625,ASP,0,0
SJQY,108,CON,0,0
SJR3,4593,GVL,0,0
SJR4,3937,Pi├ºarra,0,0
SJR7,3281,Earth,0,0
SJR8,2625,Earth,0,0
SJR9,2953,GVL,0,0
SJRB,4593,ASP,0,0
SJRC,3937,ASP,0,0
SJRD,66,GRS,0,0
SJRE,79,CON,0,0
SJRF,69,CON,0,0
SJRG,4921,ASP,0,0
SJRH,3937,GRS,0,0
SJRI,4429,ASP,0,0
SJRK,2772,ASP,0,0
SJRM,79,CON,0,0
SJRN,69,CON,0,0
SJRO,3609,GRE,0,0
SJRP,4921,Earth,0,0
SJRQ,79,CON,0,0
SJRR,2625,GRE,0,0
SJRS,3609,GRE,0,0
SJRV,5249,ASP,0,0
SJRW,5249,ASP,0,0
SJRX,62,CON,0,0
SJRY,62,MET,0,0
SJRZ,66,CON,0,0
SJS2,59,CON,1,0
SJS2,59,CON,1,0
SJS4,3281,Earth,0,0
SJS6,2625,GVL,0,0
SJS7,2953,GVL,0,0
SJSA,2953,GRS,0,0
SJSD,3937,ASP,0,0
SJSE,2297,ASP,0,0
SJSG,62,CON,0,0
SJSH,3609,ASP,0,0
SJSH,1896,GRE,0,1
SJSL,2297,GRE,0,0
SJSN,2625,ASP,0,0
SJSO,3609,GVL,0,0
SJSR,2953,ASP,0,0
SJSS,3281,ASP,0,0
SJST,59,CON,0,0
SJSU,2297,GRS,0,0
SJT2,3937,Earth,0,0
SJT3,3675,Pi├ºarra,0,0
SJT9,3281,GVL,0,0
SJTB,4593,ASP,0,0
SJTD,69,CON,0,0
SJTF,3937,ASP,0,0
SJTL,3281,GRE,0,0
SJTM,3051,GRE,0,0
SJTP,3609,ASP,0,0
SJTS,3281,ASP,0,0
SJTT,3281,ASP,0,0
SJTU,3937,ASP,0,0
SJTV,59,CON,0,0
SJTX,59,GRS,0,0
SJTY,62,CON,0,0
SJTZ,3281,ASP,0,0
SJU8,3281,Earth,0,0
SJU9,3117,GVL,0,0
SJUA,3609,GRS,0,0
SJUB,3609,ASP,0,0
SJUE,79,CON,0,0
SJUF,95,CON,0,0
SJUH,3281,GRE,0,0
SJUI,79,GRS,0,0
SJUJ,3937,GRE,0,0
SJUL,3281,GRE,0,0
SJUN,59,CON,0,0
SJUQ,2789,earth,0,0
SJUS,3937,GRS,0,0
SJUT,103,CON,0,0
SJUU,3117,GRS,0,0
SJUW,69,CON,0,0
SJUX,69,CON,0,0
SJUY,69,CON,0,0
SJUZ,79,CON,0,0
SJV3,1640,GRS,0,0
SJV7,1476,Earth,0,0
SJV9,4921,Earth,0,0
SJVA,59,CON,0,0
SJVD,3281,ASP,0,0
SJVE,79,CON,0,0
SJVH,62,CON,0,0
SJVI,66,CON,1,0
SJVJ,59,GRS,0,0
SJVK,3281,Earth,0,0
SJVL,2953,ASP,0,0
SJVM,2100,GRE,0,0
SJVO,3314,ASP,0,0
SJVP,5249,ASP,0,0
SJVR,3281,ASP,0,0
SJVS,2625,ASP,0,0
SJVT,75,CON,0,0
SJVX,2264,GRS,0,0
SJW6,2625,Pi├ºarra,0,0
SJW8,66,GRS,0,0
SJW9,3609,GVL,0,0
SJWE,4265,ASP,0,0
SJWF,59,GRS,0,0
SJWG,1969,GRS,0,0
SJWI,3281,GRE,0,0
SJWJ,69,MET,0,0
SJWK,59,CON,0,0
SJWL,3937,ASP,0,0
SJWN,2953,GRE,0,0
SJWP,5577,GRE,0,0
SJWQ,2953,ASP,0,0
SJWR,69,GRS,0,0
SJWS,79,CON/GRS,0,0
SJWV,3740,ASP,0,0
SJWW,3937,ASP,0,0
SJWX,3609,ASP,0,0
SJWY,59,CON,0,0
SJWZ,69,CON,0,0
SJX2,3281,GVL,0,0
SJX3,59,CON,0,0
SJX4,59,CON,1,0
SJX7,2625,GVL,0,0
SJXB,2789,ASP,0,0
SJXC,4593,ASP,0,0
SJXD,59,CON,0,0
SJXF,62,GRS,0,0
SJXG,3281,GRE,0,0
SJXJ,2608,ASP,0,0
SJXM,2953,GRE,0,0
SJXP,59,CON,0,0
SJXQ,59,CON,0,0
SJXR,66,CON,0,0
SJXS,4921,ASP,0,0
SJXT,69,GRS,0,0
SJXV,2953,GRE,0,0
SJXX,3281,GRE,0,0
SJXY,62,CON,0,0
SJY2,2625,GVL,0,0
SJY3,3593,GVL,0,0
SJY4,3937,GVL,0,0
SJY6,3609,,0,0
SJY7,5577,ASP,1,0
SJY9,4265,Earth,0,0
SJYD,4528,ASP,0,0
SJYE,2953,GRE,0,0
SJYF,3281,ASP,0,0
SJYG,1969,GRS,0,0
SJYI,2297,GRE,0,0
SJYJ,2133,GRS,0,0
SJYK,2625,GRS,0,0
SJYL,2953,ASP,0,0
SJYM,1969,GRE,0,0
SJYO,2297,GRE,0,0
SJYP,2625,GRE,0,0
SJYQ,2625,Dirt,0,0
SJYR,1969,GRS,0,0
SJYS,1969,GRE,0,0
SJYT,3281,GRE,0,0
SJYU,3281,GRE,0,0
SJYV,79,CON,0,0
SJYW,4265,ASP,0,0
SJYX,66,Turf,0,0
SJZ4,3609,Earth,0,0
SJZ8,4593,Earth,0,0
SJZB,3937,ASP,0,0
SJZC,3281,GRE,0,0
SJZD,2625,GRS,0,0
SJZF,3937,GRE,0,0
SJZH,2953,ASP,0,0
SJZI,79,CON,0,0
SJZJ,69,GRS,0,0
SJZK,69,CON,1,0
SJZL,79,CON,0,0
SJZN,59,GRS,0,0
SJZP,3937,ASP,0,0
SJZS,2953,ASP,0,0
SJZT,5577,GRE,0,0
SJZU,69,CON,0,0
SJZV,69,ASP,0,0
SJZW,3281,GRE,0,0
SJZY,69,CON,0,0
SJZZ,3281,Earth,0,0
SK-0001,1870,asphalt,0,0
SK-0051,1404,ASP,0,0
SK-0057,1968,asphalt,0,0
SK-0065,1476,ASP,0,0
SK-0097,2790,grass,0,0
SK-0098,3117,UNK,0,0
SK-0098,3117,UNK,0,0
SK-039,,ASP,0,0
SK-434,2214,ASP,0,0
SK-467,4080,ASP,0,0
SK53,4198,ASP,0,0
SKAG,3937,ASP,0,0
SKAP,,UNK,0,0
SKAP,8204,ASP,1,0
SKAR,7045,ASP,1,0
SKAS,5331,ASP,0,0
SKAS,,UNK,0,0
SKBC,3985,ASP,0,0
SKBG,7381,ASP,1,0
SKBN,4935,ASP,0,0
SKBO,12467,ASP,1,0
SKBO,12467,ASP,1,0
SKBQ,9842,CON,1,0
SKBS,,UNK,0,0
SKBS,3973,ASP,0,0
SKBU,3945,ASP,1,0
SKCC,6341,ASP,1,0
SKCC,7700,ASP,1,0
SKCD,3980,ASP,0,0
SKCG,8530,ASP,1,0
SKCL,9842,ASP,1,0
SKCN,3675,ASP,0,0
SKCO,5249,ASP,0,0
SKCU,3794,ASP,0,0
SKCV,4396,ASP,0,0
SKCZ,4930,ASP,1,0
SKEB,4310,ASP,0,0
SKEJ,5905,ASP,1,0
SKFL,4921,ASP,1,0
SKGA,4446,GRE,0,0
SKGB,6233,ASP,1,0
SKGI,5249,ASP,1,0
SKGO,6644,ASP,1,0
SKGP,4256,ASP,1,0
SKGY,,UNK,0,0
SKGY,5643,ASP,0,0
SKIB,5905,ASP,1,0
SKIO,4167,ASP,0,0
SKIP,5774,ASP,1,1
SKIP,8202,ASP,1,0
SKJC,4003,Asphalt,0,0
SKLC,7153,ASP,0,0
SKLG,3937,ASP,0,0
SKLM,4876,ASP,1,0
SKLM,,UNK,0,0
SKLP,5643,UNK,0,0
SKLT,6168,ASP,1,0
SKMA,6070,ASP,0,0
SKMD,8202,ASP,1,0
SKME,1320,CON,0,0
SKME,3785,ASP,0,0
SKMG,4921,ASP,0,0
SKMJ,5300,ASP,0,0
SKML,3560,ASP,0,0
SKMP,4068,ASP,0,0
SKMR,7539,ASP,1,0
SKMU,5889,ASP,1,0
SKMZ,,UNK,0,0
SKMZ,4835,ASP,1,0
SKNQ,3937,ASP,0,0
SKNV,5880,ASP,1,0
SKOC,3937,ASP,0,0
SKOT,3103,ASP,0,0
SKPA,5382,ASP,0,0
SKPB,5540,ASP,1,0
SKPC,5907,ASP,1,0
SKPD,5910,ASP,0,0
SKPE,6627,ASP,1,0
SKPI,4912,ASP,0,0
SKPN,3310,ASP,0,0
SKPP,6266,ASP,1,0
SKPQ,9987,ASP,1,0
SKPR,4230,ASP,0,0
SKPS,7585,ASP,1,0
SKPV,3832,ASP,0,0
SKPZ,4935,ASP,0,0
SKQU,5905,ASP,0,0
SKQU,,UNK,0,0
SKRA,3527,ASP,0,0
SKRG,11286,ASP,1,0
SKRH,5413,ASP,0,0
SKRH,,UNK,0,0
SKSA,3937,ASP,0,0
SKSI,3930,ASP,0,0
SKSJ,4897,ASP,0,0
SKSM,5577,ASP,0,0
SKSO,6171,ASP,0,0
SKSP,7808,ASP,1,0
SKSV,,UNK,0,0
SKSV,4921,ASP,0,0
SKTB,4921,ASP,0,0
SKTD,3609,UNK,0,0
SKTI,9280,ASP,1,0
SKTI,1431,CON,0,0
SKTJ,3635,ASP,0,0
SKTM,6561,ASP,1,0
SKTQ,6220,CON,0,0
SKUA,8110,GRE,1,0
SKUA,6780,ASP,1,0
SKUB,2750,ASP,0,0
SKUC,6890,ASP,1,0
SKUI,4593,ASP,1,0
SKUL,3495,ASP,1,0
SKVG,4320,ASP,0,0
SKVL,5520,ASP,0,0
SKVP,6890,ASP,1,0
SKVV,5616,ASP,1,0
SKYP,8448,ASP,1,0
SLAL,11811,Asphalt,1,0
SLBJ,4921,ASP,0,0
SLCB,8692,ASP,1,0
SLCB,12460,ASP,1,0
SLCE,2001,GRS,0,1
SLCI,5108,Concrete,0,0
SLCO,6562,ASP,1,0
SLCP,5653,GRASS,0,0
SLET,9098,ASP,0,0
SLGM,5767,Asphalt,0,0
SLGY,5905,UNK,0,0
SLHI,4801,ASP,0,0
SLLP,13123,CON,1,0
SLLP,6725,GRE,0,0
SLMG,4593,UNK,0,0
SLOR,6125,GRE,0,0
SLOR,8075,ASP,0,0
SLPB,3838,Concrete,0,0
SLPO,9130,ASP,0,0
SLPS,6562,ASP,0,0
SLRB,3940,GRASS,0,0
SLRI,5906,UNK,0,0
SLRQ,4921,ASP,0,0
SLRQ,4757,ASP,0,0
SLRY,4921,UNK,0,0
SLSA,5013,ASP,0,0
SLSB,5906,UNK,0,0
SLSI,3936,UNK,0,0
SLSR,4925,GRASS,0,0
SLSU,9300,CON,1,0
SLSV,9055,ASP,1,0
SLTI,6234,GRASS,0,0
SLTJ,10007,ASP,1,0
SLTR,7874,ASP,1,0
SLUY,13123,CON,0,0
SLVM,4918,ASP,0,0
SLVR,11483,CON,1,0
SLYA,6890,ASP,0,0
SMJP,11417,ASPHALT,1,0
SMZO,2461,Asphalt,0,0
SN-0001,,concrete,0,0
SN00,1287,TURF,0,0
SN01,20,ASPH/ CONC,0,0
SN03,2400,TURF-G,0,0
SN03,2010,TURF-G,0,0
SN03,2285,TURF-G,0,0
SN04,1800,TURF,0,0
SN05,2640,TURF,0,0
SN07,2400,TURF-G,0,0
SN08,3100,TURF,0,0
SN09,2590,TURF,0,0
SN10,2200,TURF,0,0
SN11,30,CONC,0,0
SN12,3500,TURF,0,0
SN12,3030,TURF,0,0
SN13,2623,TURF,0,0
SN18,1100,TURF,0,0
SN18,2400,GRVL,0,0
SN20,2000,TURF,0,0
SN21,2600,TURF,0,0
SN22,2200,TURF,0,0
SN29,2480,TURF,0,0
SN29,2650,TURF,0,0
SN29,2460,TURF,0,0
SN2A,2789,Earth,0,0
SN2B,89,ASP,1,0
SN2H,3281,GVL,0,0
SN2I,66,CON,1,0
SN2K,4265,Earth,0,0
SN2L,3281,Earth,0,0
SN2M,2625,GVL,0,0
SN2O,66,Concrete disk,0,0
SN2P,2789,ASP,0,0
SN2Q,3281,Earth,0,0
SN2R,5577,GVL,0,0
SN2T,69,OON,0,0
SN2U,4265,Pi├ºarra,0,0
SN2Y,2789,Earth,0,0
SN2Z,59,CON,1,0
SN30,50,CONC,0,0
SN31,40,CONC,0,0
SN32,2200,TURF,0,0
SN33,1900,TURF,0,0
SN34,2600,TURF,0,0
SN35,40,CONC,0,0
SN36,2400,TURF,0,0
SN37,2600,TURF,0,0
SN38,40,CONC,0,0
SN3B,4593,GRS,0,0
SN3C,3281,GRS,0,0
SN3D,66,GRS,1,0
SN3E,3609,Earth,0,0
SN3F,59,CON,0,0
SN3G,4921,GVL,0,0
SN3I,20,CON,0,0
SN3K,66,CON,0,0
SN3L,2953,Earth,0,0
SN3M,3806,Earth,0,0
SN3O,3945,ASP,0,0
SN3P,2953,Earth,0,0
SN3Q,3937,Pi├ºarra,0,0
SN3R,2346,GVL,0,0
SN3S,2953,GRS,0,0
SN3T,2461,GVL,0,0
SN3W,4593,Earth,0,0
SN3Y,5085,ASP,0,0
SN3Z,2625,Earth,0,0
SN40,1900,TURF,0,0
SN41,1700,TURF,0,0
SN42,2640,TURF,0,0
SN44,3150,TURF,0,0
SN45,2640,TURF,0,0
SN46,2600,TURF,0,0
SN46,2600,TURF,0,0
SN47,2400,TURF,0,0
SN4A,5249,Earth,0,0
SN4D,4265,Earth,0,0
SN4E,3937,GVL,0,0
SN4F,3281,Earth,0,0
SN4H,4921,ASP,0,0
SN4J,2625,Earth,0,0
SN4K,2297,Earth,0,0
SN4M,4429,Pi├ºarra,0,0
SN4N,79,CON,1,0
SN4O,2625,GVL,0,0
SN4P,3281,GVL,0,0
SN4Q,4921,ASP,0,0
SN4R,3609,GVL,0,0
SN4S,2789,GVL,0,0
SN4T,3937,Pi├ºarra,0,0
SN4U,3281,Pi├ºarra,0,0
SN4W,3281,GVL,0,0
SN4X,3281,GVL,0,0
SN4Y,59,ASP,1,0
SN4Z,2625,GRS,0,0
SN50,40,CONC,0,0
SN52,2400,TURF,0,0
SN53,3200,TURF,0,0
SN54,60,CONC,0,0
SN55,2200,TURF,0,0
SN57,2100,TURF,0,0
SN58,2440,TURF,0,0
SN59,1300,TURF,0,0
SN60,25,CONC,0,0
SN61,2500,TURF,0,0
SN62,1900,TURF,0,0
SN63,3100,TURF-F,0,0
SN64,2640,TURF,0,0
SN65,2100,TURF,0,0
SN68,2300,TURF,0,0
SN69,2200,TURF,0,0
SN6B,2625,GVL,0,0
SN6C,2953,GVL,0,0
SN6D,2953,GVL,0,0
SN6E,3937,Pi├ºarra,0,0
SN6F,,,0,0
SN6F,75,Con,0,0
SN6G,3609,GVL,0,0
SN6H,3609,GVL,0,0
SN6J,4593,GVL,0,0
SN6K,3281,ASP,0,0
SN6L,5906,ASP,1,0
SN6M,3281,Earth,0,0
SN6N,79,CON,0,0
SN6Q,3281,GVL,0,0
SN6R,3609,GVL,0,0
SN6S,3937,GVL,0,0
SN6T,2297,Earth,0,0
SN6V,2789,Earth,0,0
SN6W,59,CON,1,0
SN6X,2953,Earth,0,0
SN6Y,2789,GVL,0,0
SN6Z,3970,Pi├ºarra,0,0
SN70,1565,TURF,0,0
SN70,2300,TURF,0,0
SN72,2310,TURF,0,0
SN73,105,CONC,0,0
SN74,50,CONC,0,0
SN75,1900,TURF,0,0
SN76,4200,None,0,1
SN76,4200,None,0,1
SN76,7000,ASP,0,0
SN78,1700,TURF,0,0
SN7C,3281,GRS,0,0
SN7G,2953,GVL,0,0
SN7L,59,GRS,1,0
SN7Q,2625,GRS,0,0
SN7R,3937,Pi├ºarra,0,0
SN7S,4921,Pi├ºarra,0,0
SN7T,3937,GVL,0,0
SN7W,3937,GVL,0,0
SN7X,3937,GVL,0,0
SN7Y,4593,GVL,0,0
SN81,1400,TURF,0,0
SN82,1968,Pi├ºarra,0,0
SN83,2400,TURF,0,0
SN85,2300,TURF,0,0
SN88,1600,TURF,0,0
SN88,600,TURF,0,1
SN8B,66,CON,1,0
SN8C,4265,GRS,0,0
SN8E,1347,Earth,0,0
SN8F,3445,Earth,0,0
SN8G,2298,Earth,0,0
SN8Q,59,CON,1,0
SN8R,40,CON,1,0
SN8S,3611,ASP,0,0
SN8T,59,CON,0,0
SN8U,3281,GVL,0,0
SN8V,2261,GVL,0,0
SN8Z,3279,GVL,0,0
SN90,2300,TURF,0,0
SN91,2300,TURF-DIRT,0,0
SN92,2100,TURF,0,0
SN94,1300,TURF,0,0
SN95,3150,TURF-F,0,1
SN95,2250,CONC-TURF-G,0,0
SN97,2400,ASPH,0,0
SN98,2150,TURF,0,0
SN99,2000,TURF,0,0
SN99,1500,TURF,0,0
SN9A,2950,Pi├ºarra,0,0
SN9C,66,ASP,1,0
SN9I,3281,GVL,0,0
SN9N,2461,Pi├ºarra,0,0
SN9O,3628,Earth,0,0
SN9P,2784,GVL,0,0
SN9Q,2165,Earth,0,0
SN9S,3628,GVL,0,0
SN9T,2855,Earth,0,0
SN9U,72,CON,1,0
SN9W,72,CON,1,0
SN9X,3282,Earth,0,0
SNA2,2295,Earth,0,0
SNA3,2295,Earth,0,0
SNA4,4265,GVL,0,0
SNA6,3281,GVL,0,0
SNA7,2953,Earth,0,0
SNA8,3280,Earth,0,0
SNA9,3609,GVL,0,0
SNAB,4085,ASP,0,0
SNAC,2953,ASP,0,0
SNAD,2625,ASP,0,0
SNAE,4265,ASP,0,0
SNAG,4921,ASP,0,0
SNAJ,2297,Shale,0,0
SNAK,89,CON,0,0
SNAL,3051,ASP,0,0
SNAO,4249,ASP,0,0
SNAP,4921,ASP,0,0
SNAQ,79,CON,0,0
SNAR,4593,ASP,0,0
SNAS,4921,ASP,0,0
SNAU,3182,ASP,0,0
SNAV,3281,ASP,0,0
SNAX,5541,ASPH,1,0
SNB2,79,CON,1,0
SNB4,4593,ASP,0,0
SNB7,2625,GVL,0,0
SNBB,5906,ASP,0,0
SNBC,4101,Pi├ºarra,0,0
SNBF,2625,Earth,0,0
SNBG,3937,ASPH,0,0
SNBH,79,CON,0,0
SNBI,5249,ASP,0,0
SNBL,2625,Earth,0,0
SNBM,3740,ASP,0,0
SNBN,2297,ASP,0,0
SNBQ,59,Concrete,1,0
SNBR,5249,ASP,0,0
SNBS,4849,ASP,0,0
SNBT,3281,ASP,0,0
SNBX,4265,ASP,0,0
SNBZ,3937,ASP,0,0
SNC2,4110,Earth,0,0
SNC3,2786,Earth,0,0
SNC4,3936,Pi├ºarra,0,0
SNC6,4595,Pi├ºarra,0,0
SNC7,2297,GVL,0,0
SNC9,3609,GVL,0,0
SNCA,4659,ASP,0,0
SNCB,3182,ASP,0,0
SNCD,72,CON,0,0
SNCE,3281,GRE,0,0
SNCH,89,CON,0,0
SNCI,4429,ASP,0,0
SNCJ,2841,ASP,0,0
SNCL,2641,CON,0,0
SNCM,66,CON,0,0
SNCP,5912,ASPH,0,0
SNCR,59,CON,0,0
SNCS,3937,ASP,0,0
SNCT,3543,ASP,0,0
SNCV,3281,GRE,0,0
SNCW,98,CON,0,0
SNCX,4265,ASPH,1,0
SNCY,2297,ASP,0,0
SNCZ,3478,ASP,0,0
SND7,69,CON,1,0
SND8,59,GRS,1,0
SND9,64,GRS,1,0
SNDC,3150,ASP,0,0
SNDD,2953,ASP,0,0
SNDH,5020,ASP,0,0
SNDO,3937,GRS,0,0
SNDQ,3937,GRE,0,0
SNDR,4984,ASP,0,0
SNDT,5282,ASP,0,0
SNDU,2231,ASPH,0,0
SNDV,5052,ASP,0,0
SNDX,2625,ASP,0,0
SNE2,64,CON,1,0
SNE3,3610,GVL,0,0
SNE4,4295,Earth,0,0
SNE6,69,CON,1,0
SNE7,3610,Earth,0,0
SNEB,4265,ASP,0,0
SNEC,3117,GRE,0,0
SNED,4396,ASP,0,0
SNEF,66,CON,0,0
SNEG,3937,Gravel,0,0
SNEO,1969,ASP,0,0
SNEQ,69,CONC/MTAL,0,0
SNEU,3937,ASP,0,0
SNEV,69,CONC,0,0
SNEW,4669,ASP,0,0
SNEZ,2789,ASP,0,0
SNF3,3282,Earth,0,0
SNF8,2953,GVL,0,0
SNFA,3609,ASP,0,0
SNFB,2789,GVL,0,0
SNFE,5249,ASP,0,0
SNFF,1804,ASP,0,0
SNFG,2461,ASP,0,0
SNFH,3281,GRASS,0,0
SNFI,4921,ASP,0,0
SNFJ,4265,ASP,0,0
SNFN,3281,GRASS,0,0
SNFO,3379,ASP,0,0
SNFP,3609,ASP,0,0
SNFQ,2625,GRE,0,0
SNFT,2297,ASP,0,0
SNFU,3281,ASP,0,0
SNFW,3609,ASPH,0,0
SNFX,5249,ASP,0,0
SNFZ,3707,ASP,0,0
SNG2,3281,GVL,0,0
SNG3,4265,GVL,0,0
SNG6,3107,Pi├ºarra,0,0
SNG7,2953,GVL,0,0
SNG8,66,GRS,0,0
SNG9,59,CON,0,0
SNGA,3570,ASPH,1,0
SNGB,3281,ASP,0,0
SNGD,5249,ASP,0,0
SNGE,59,CONC,1,0
SNGF,72,CON,0,0
SNGG,3937,ASP,0,0
SNGI,5577,ASP,0,0
SNGK,3937,GRE,0,0
SNGL,98,CONC,0,0
SNGN,4114,ASP,0,0
SNGP,3281,GRE,0,0
SNGR,2953,GRS,0,0
SNGS,2625,ASP,0,0
SNGT,4265,ASP,0,0
SNGX,4856,ASP,0,0
SNGY,79,CONC,0,0
SNGZ,62,CONC,0,0
SNH2,69,CON,1,0
SNH4,2789,GVL,0,0
SNH6,3282,Earth,0,0
SNH7,59,GRS,0,0
SNH8,66,CON,1,0
SNH9,3436,Earth,0,0
SNHB,59,CON,0,0
SNHD,3609,TER,0,0
SNHE,2953,GRE,0,0
SNHG,3281,ASPH,0,0
SNHH,98,CON,0,0
SNHI,89,CON,0,0
SNHJ,2690,ASPH,0,0
SNHM,60,Ceramic Brick,0,0
SNHN,69,CON,0,0
SNHR,4921,GVL,0,0
SNHS,5905,ASP,1,0
SNHT,59,GRS,0,0
SNHU,3281,TER,0,0
SNHV,59,Metal,1,0
SNHW,2953,ASP,0,0
SNHY,59,CON,0,0
SNHZ,59,CONC,0,0
SNIB,3937,ASP,0,0
SNIC,4593,ASP,0,0
SNID,69,CON,0,0
SNIE,3543,ASP,0,0
SNIF,1804,GRE,0,0
SNIG,4626,ASP,0,0
SNIJ,98,ASP,0,0
SNIN,3937,GRE,0,0
SNIO,5118,ASP,0,0
SNIP,3478,ASP,0,0
SNIQ,59,Concrete,0,0
SNIR,3281,ASP,0,0
SNIS,3281,ASP,0,0
SNIT,3937,ASP,0,0
SNIU,4265,ASP,0,0
SNIV,2625,GRVL,0,0
SNIX,4265,GRVL,0,0
SNIZ,4265,GRVL,0,0
SNJA,2126,GRS,0,0
SNJB,4101,ASP,0,0
SNJE,4134,Clay,0,0
SNJF,3937,ASP,0,0
SNJI,3937,ASP,0,0
SNJJ,2953,GRVL,0,0
SNJK,4199,ASP,0,0
SNJM,3839,ASP,0,0
SNJN,3937,ASP,0,0
SNJP,4265,ASP,0,0
SNJQ,3707,ASP,0,0
SNJR,4593,ASP,0,0
SNJV,4790,ASP,0,0
SNJX,69,CON,0,0
SNJZ,4101,GRE,0,0
SNKA,72,CONC,0,0
